id,jobFilingNumber,borough,house_number,street_name,address,zip_code,job_type,permit_status,filing_date,issuance_date,job_description,estimated_job_costs,owner_name,owner_business_name,applicant_business_name,applicant_license,latitude,longitude,community_board,council_district,census_tract,nta,source
dob-now-Q00478271-P6,Q00478271-P6,QUEENS,149-49,HAWTREE STREET,149-49 HAWTREE STREET,11021,New Building,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-09T18:53:56.000Z,2 Family,550000,Not Applicable,Not Applicable,Not Applicable,024564,40.669708,-73.835408,410,32,88,Ozone Park,NYC DOB NOW Build Job Application Filings
dob-now-M01364527-I1,M01364527-I1,MANHATTAN,15,EAST   88 STREET,15 EAST   88 STREET,83669,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-09T00:43:26.000Z,1 Family | Open Space,1,SAINT DAVID'S SCHOOL,SAINT DAVID'S SCHOOL,SAINT DAVID'S SCHOOL,103302,40.782521,-73.958698,108,04,15002,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-Q01206933-P1,Q01206933-P1,QUEENS,150-23,21 AVENUE,150-23 21 AVENUE,11357,ALT-CO - New Building with Existing Elements to Remain,Approved,2026-04-07T04:00:00.000Z,2026-04-08T19:01:55.000Z,"2 Family | Cellar, Floor Number(s) 001 through 002, Open Space",100000,PR,PR,PR,096200,40.779825,-73.81372,407,19,1033,Whitestone-Beechhurst,NYC DOB NOW Build Job Application Filings
dob-now-M01378636-I1,M01378636-I1,MANHATTAN,1500,BROADWAY,1500 BROADWAY,10018,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-10T22:33:07.000Z,"Other | Cellar, Floor Number(s) 1 through 1, Floor Number(s) 2 through 2, Floor Number(s) 3 through 3, Floor",55000,PR,PR,PR,064829,40.756661,-73.986053,105,04,119,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-B01371395-I1,B01371395-I1,BROOKLYN,1506,CORTELYOU ROAD,1506 CORTELYOU ROAD,11518,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-10T17:42:40.000Z,Other | Facade,2574,Not Applicable,Not Applicable,Not Applicable,023225,40.64128,-73.964259,314,40,520,Flatbush (West)-Ditmas Park-Parkville,NYC DOB NOW Build Job Application Filings
dob-now-B01371402-I1,B01371402-I1,BROOKLYN,1506,CORTELYOU ROAD,1506 CORTELYOU ROAD,11518,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-10T18:16:15.000Z,Other | Facade,1053,Not Applicable,Not Applicable,Not Applicable,023225,40.64128,-73.964259,314,40,520,Flatbush (West)-Ditmas Park-Parkville,NYC DOB NOW Build Job Application Filings
dob-now-M01380912-S2,M01380912-S2,MANHATTAN,151,EAST   29 STREET,151 EAST   29 STREET,11550,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-08T17:47:34.000Z,1 Family | Open Space,1,PR,PR,PR,072488,40.743022,-73.981415,106,02,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-M01380912-I1,M01380912-I1,MANHATTAN,151,EAST   29 STREET,151 EAST   29 STREET,11550,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-08T18:47:42.000Z,1 Family | Sidewalk,1000,PR,PR,PR,072488,40.743022,-73.981415,106,02,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-Q01219561-S2,Q01219561-S2,QUEENS,151-14,21 AVENUE,151-14 21 AVENUE,11357,New Building,Approved,2026-04-07T04:00:00.000Z,2026-04-09T18:25:32.000Z,"1 Family | Cellar, Floor Number(s) 001 through 002, Open Space",0,PJ LUCKY REALTY LLC,PJ LUCKY REALTY LLC,PJ LUCKY REALTY LLC,096200,40.779652,-73.811709,407,19,1033,Whitestone-Beechhurst,NYC DOB NOW Build Job Application Filings
dob-now-M01235610-P5,M01235610-P5,MANHATTAN,152,WEST   44 STREET,152 WEST   44 STREET,11101,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T19:37:08.000Z,"Other | Basement/Sub-basement, Cellar, Floor Number(s) 1 through 1, Floor Number(s) 2 through 2",46000,PR,PR,PR,082065,40.756716,-73.984558,105,04,119,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01046947-P7,M01046947-P7,MANHATTAN,1524,AMSTERDAM AVENUE,1524 AMSTERDAM AVENUE,10029,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T18:36:31.000Z,Other | Cellar,30000,"West Harlem Group Assistance, Inc.","West Harlem Group Assistance, Inc.","West Harlem Group Assistance, Inc.",024554,40.819144,-73.952071,109,07,22301,Manhattanville-West Harlem,NYC DOB NOW Build Job Application Filings
dob-now-M01375669-I1,M01375669-I1,MANHATTAN,153,SECOND AVENUE,153 SECOND AVENUE,10016,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T19:55:19.000Z,Other | Facade,300,RYCO NYC LLC,RYCO NYC LLC,RYCO NYC LLC,107592,40.729417,-73.98709,103,02,4002,East Village,NYC DOB NOW Build Job Application Filings
dob-now-M01375670-I1,M01375670-I1,MANHATTAN,153,SECOND AVENUE,153 SECOND AVENUE,10016,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T22:06:50.000Z,Other | Facade,2800,RYCO NYC LLC,RYCO NYC LLC,RYCO NYC LLC,107592,40.729417,-73.98709,103,02,4002,East Village,NYC DOB NOW Build Job Application Filings
dob-now-M01370274-S1,M01370274-S1,MANHATTAN,153,WEST   80 STREET,153 WEST   80 STREET,10304,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-15T06:34:47.000Z,"Other | Cellar, Floor Number(s) 1 through 2",15000,Private Owner,N/A,N/A,030248,40.783273,-73.976478,107,06,165,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
dob-now-M01370274-I1,M01370274-I1,MANHATTAN,153,WEST   80 STREET,153 WEST   80 STREET,10304,Alteration,Chief Plan Examiner/ Assistant Chief Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-14T20:24:41.000Z,"Other | Cellar, Floor Number(s) 1 through 2",135000,Private Owner,N/A,N/A,030248,40.783273,-73.976478,107,06,165,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
dob-now-M01287859-I1,M01287859-I1,MANHATTAN,1535,BROADWAY,1535 BROADWAY,10001,No Work,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T22:57:24.000Z,Floor Number(s) 5 through 5,0,Private Owner,N/A,N/A,015257,40.758267,-73.985468,105,03,119,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-X01128982-P1,X01128982-P1,BRONX,1541,METROPOLITAN AVENUE,1541 METROPOLITAN AVENUE,10001,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T20:05:42.000Z,"Other | Facade, Roof",449884,Private Owner,N/A,N/A,102029,40.839504,-73.858425,209,18,21001,Parkchester,NYC DOB NOW Build Job Application Filings
dob-now-M01348803-I1,M01348803-I1,MANHATTAN,155,EAST   34 STREET,155 EAST   34 STREET,11563,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-09T02:30:12.000Z,Other | Floor Number(s) 014 through 014,4032,"Century Management Services, Inc","Century Management Services, Inc","Century Management Services, Inc",015046,40.745964,-73.97796,106,04,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-X01326453-I1,X01326453-I1,BRONX,1591,WESTCHESTER AVENUE,1591 WESTCHESTER AVENUE,10016,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-10T22:12:13.000Z,"Other | Floor Number(s) 001 through 001, Roof",74336,BLDG Management Co.,BLDG Management Co.,BLDG Management Co.,066144,40.829114,-73.875957,209,17,54,Soundview-Bruckner-Bronx River,NYC DOB NOW Build Job Application Filings
dob-now-X01352113-I1,X01352113-I1,BRONX,1598,UNIONPORT ROAD,1598 UNIONPORT ROAD,12569,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T19:15:24.000Z,Other | Floor Number(s) 7 through 7,225824,Private Owner,N/A,N/A,079413,40.841036,-73.863289,209,18,21001,Parkchester,NYC DOB NOW Build Job Application Filings
dob-now-B01382371-I1,B01382371-I1,BROOKLYN,159A,COLUMBIA STREET,159A COLUMBIA STREET,11231,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-07T22:30:24.000Z,Other | Floor Number(s) 003 through 003,166000,OC CONSTRUCTION GROUP,OC CONSTRUCTION GROUP,OC CONSTRUCTION GROUP,020654,40.686575,-74.001943,306,39,47,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,NYC DOB NOW Build Job Application Filings
dob-now-B01371446-I1,B01371446-I1,BROOKLYN,16,REWE STREET,16 REWE STREET,06615,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-09T16:33:58.000Z,"Other | Ground Floor, Roof",99992,16 Rewe Street LLC,16 Rewe Street LLC,16 Rewe Street LLC,086942,40.71616,-73.931699,301,34,44902,East Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-M01383753-I1,M01383753-I1,MANHATTAN,16,WEST   40 STREET,16 WEST   40 STREET,10009,Alteration,OnHold-NoGoodCheck,2026-04-07T04:00:00.000Z,2026-04-13T18:43:57.000Z,Other,0,Private Owner,N/A,N/A,000176,40.751904,-73.983026,105,04,84,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01352663-I1,M01352663-I1,MANHATTAN,160,RIVERSIDE DRIVE,160 RIVERSIDE DRIVE,11222,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-11T03:59:15.000Z,Other | Floor Number(s) 12 through 12,157200,Private Owner,N/A,N/A,034500,40.791181,-73.979,107,06,175,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
dob-now-B00941925-P4,B00941925-P4,BROOKLYN,160,SOUTH    2 STREET,160 SOUTH    2 STREET,11220,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T22:06:55.000Z,"Other | Basement/Sub-basement, Floor Number(s) 1 through 4, Roof",85200,SOUTHSIDE UNITED-LOS SURES MANAGEME,SOUTHSIDE UNITED-LOS SURES MANAGEME,SOUTHSIDE UNITED-LOS SURES MANAGEME,017431,40.712984,-73.961328,301,34,551,Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-M01378152-I1,M01378152-I1,MANHATTAN,160,WEST   97 STREET,160 WEST   97 STREET,11360,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T16:58:40.000Z,"Other | Cellar, Floor Number(s) 002 through 014, Roof",52500,"UWS VENTURES III, LLC","UWS VENTURES III, LLC","UWS VENTURES III, LLC",091598,40.794401,-73.969081,107,07,181,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
dob-now-S01277333-S1,S01277333-S1,STATEN ISLAND,161,BEACH ROAD,161 BEACH ROAD,10309,New Building,Approved,2026-04-07T04:00:00.000Z,2026-04-10T17:01:58.000Z,"2 Family | Basement-SO-6172-S01277333-I1, Floor Number(s)-1-SO-7117-S01277333-I1, Floor Number(s)-2-SO-1076-S01",0,LATERRA DEVELOPERS LLC,LATERRA DEVELOPERS LLC,LATERRA DEVELOPERS LLC,075292,40.537757,-74.152956,503,51,15601,Great Kills-Eltingville,NYC DOB NOW Build Job Application Filings
dob-now-M01266575-S2,M01266575-S2,MANHATTAN,161,EAST   81 STREET,161 EAST   81 STREET,10016,Alteration CO,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-07T20:46:35.000Z,"1 Family | Floor Number(s)-2-SO-2236-M01266575-I1, Floor Number(s)-3-SO-8506-M01266575-I1, Floor Number(s)-4-SO",112200,Elysee,Elysee,Elysee,107346,40.776018,-73.957305,108,04,140,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-X08026795-S1,X08026795-S1,BRONX,1635,EAST  233 STREET,1635 EAST  233 STREET,11237,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-09T20:09:11.000Z,"Other | Basement/Sub-basement, Floor Number(s) 1 through 1",1300000,DSNY,DSNY,DSNY,086757,40.888238,-73.827243,212,12,456,Eastchester-Edenwald-Baychester,NYC DOB NOW Build Job Application Filings
dob-now-M01191339-P4,M01191339-P4,MANHATTAN,167,ORCHARD STREET,167 ORCHARD STREET,10016,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-10T17:50:12.000Z,"Other | Cellar, Floor Number(s) 001 through 001, Roof",190000,"SHERR EQUITIES, LLC","SHERR EQUITIES, LLC","SHERR EQUITIES, LLC",072039,40.721166,-73.988687,103,01,3001,Lower East Side,NYC DOB NOW Build Job Application Filings
dob-now-X01384086-I1,X01384086-I1,BRONX,1705,PURDY STREET,1705 PURDY STREET,11370,Alteration,Pending Plan Examiner Assignment,2026-04-07T04:00:00.000Z,2026-04-08T16:59:51.000Z,Other,0,Parkchester North Condominium,Parkchester North Condominium,Parkchester North Condominium,006180,40.840982,-73.854486,209,18,21001,Parkchester,NYC DOB NOW Build Job Application Filings
dob-now-B01342384-P1,B01342384-P1,BROOKLYN,1719,73 STREET,1719 73 STREET,11432,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T18:49:09.000Z,"2 Family | Cellar, Floor Number(s) 001 through 002, Open Space",150000,PR,PR,PR,091712,40.615603,-73.996499,311,43,264,Bensonhurst,NYC DOB NOW Build Job Application Filings
dob-now-B01342389-P1,B01342389-P1,BROOKLYN,1719,73 STREET,1719 73 STREET,11432,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T18:47:33.000Z,"2 Family | Cellar, Floor Number(s) 001 through 002, Open Space",60000,PR,PR,PR,091712,40.615603,-73.996499,311,43,264,Bensonhurst,NYC DOB NOW Build Job Application Filings
dob-now-B01343306-S2,B01343306-S2,BROOKLYN,1724,86 STREET,1724 86 STREET,11216,Alteration CO,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T15:50:45.000Z,"2 Family | Cellar-SO-9399-B01343306-I1, Floor Number(s)-2-SO-9806-B01343306-I1, Floor Number(s)-1-SO-6940-B0134",36000,122 MOTT ST REALTY,122 MOTT ST REALTY,122 MOTT ST REALTY,017269,40.608206,-74.004232,311,38,178,Bath Beach,NYC DOB NOW Build Job Application Filings
dob-now-B01309026-S2,B01309026-S2,BROOKLYN,1724,WEST    4 STREET,1724 WEST    4 STREET,10002,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-07T19:32:32.000Z,"3 Family | Cellar, Floor Number(s) 1 through 2",21000,Not Applicable,Not Applicable,Not Applicable,087878,40.605541,-73.977261,311,44,424,Gravesend (West),NYC DOB NOW Build Job Application Filings
dob-now-B08007792-P3,B08007792-P3,BROOKLYN,176,JAVA STREET,176 JAVA STREET,11385,Alteration CO,Objections,2026-04-07T04:00:00.000Z,2026-04-13T16:33:10.000Z,Other,14400,POLISH AND SLAVIC CENTER,POLISH AND SLAVIC CENTER,POLISH AND SLAVIC CENTER,025217,40.731692,-73.953577,301,33,575,Greenpoint,NYC DOB NOW Build Job Application Filings
dob-now-X01383739-I1,X01383739-I1,BRONX,1760,JEROME AVENUE,1760 JEROME AVENUE,08844,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-09T18:37:16.000Z,Other,0,ACMH INC.,ACMH INC.,ACMH INC.,101129,40.847913,-73.912186,205,14,22701,Mount Hope,NYC DOB NOW Build Job Application Filings
dob-now-M01338759-P1,M01338759-P1,MANHATTAN,18,EAST   41 STREET,18 EAST   41 STREET,10036,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-07T19:30:01.000Z,"Other | Floor Number(s) 7 through 7, Floor Number(s) 10 through 10",63823.68,Resolution Real Estate,Resolution Real Estate,Resolution Real Estate,086614,40.752417,-73.980448,105,04,82,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-Q00540608-B3,Q00540608-B3,QUEENS,18-26,REDFERN AVENUE,18-26 REDFERN AVENUE,10279,New Building,Approved,2026-04-07T04:00:00.000Z,2026-04-08T03:01:17.000Z,Other,1000,CAMBER PROPERTY GROUP,CAMBER PROPERTY GROUP,CAMBER PROPERTY GROUP,032815,,,414,,,,NYC DOB NOW Build Job Application Filings
dob-now-M01313092-P5,M01313092-P5,MANHATTAN,180,CENTRAL PARK SOUTH,180 CENTRAL PARK SOUTH,11101,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-07T19:12:21.000Z,Other,0,NEW YORK ATHLETIC CLUB,NEW YORK ATHLETIC CLUB,NEW YORK ATHLETIC CLUB,090287,40.766725,-73.978737,105,06,137,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01368467-I1,M01368467-I1,MANHATTAN,180,VARICK STREET,180 VARICK STREET,10566,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-09T16:35:55.000Z,Other | Facade,650000,180 VARICK LLC,180 VARICK LLC,180 VARICK LLC,036971,40.72748,-74.00548,102,03,37,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-B01245122-S7,B01245122-S7,BROOKLYN,1826,OCEAN PARKWAY,1826 OCEAN PARKWAY,11375,New Building,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-14T18:53:28.000Z,Other | Ground Floor,0,DITMAS OP LLC,DITMAS OP LLC,DITMAS OP LLC,041382,40.604042,-73.966667,315,44,41402,Gravesend (East)-Homecrest,NYC DOB NOW Build Job Application Filings
dob-now-Q01052642-P1,Q01052642-P1,QUEENS,184-15,64 AVENUE,184-15 64 AVENUE,10001,Alteration CO,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-07T20:48:27.000Z,1 Family,185215,Not Applicable,Not Applicable,Not Applicable,035763,40.738173,-73.789219,408,24,1341,Fresh Meadows-Utopia,NYC DOB NOW Build Job Application Filings
dob-now-Q01379702-S2,Q01379702-S2,QUEENS,184-51,HOVENDEN ROAD,184-51 HOVENDEN ROAD,11010,New Building,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-07T15:40:08.000Z,1 Family | Ground Floor,0,Self,Self,Self,071008,40.719368,-73.780101,408,24,472,Jamaica Estates-Holliswood,NYC DOB NOW Build Job Application Filings
dob-now-Q01226562-P2,Q01226562-P2,QUEENS,185-19,HILLSIDE AVENUE,185-19 HILLSIDE AVENUE,11232,New Building,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-09T18:52:56.000Z,Other | Underground,0,OHEL CHILDREN'S HOME AND FAMILY SER,OHEL CHILDREN'S HOME AND FAMILY SER,OHEL CHILDREN'S HOME AND FAMILY SER,090259,40.714396,-73.776593,408,24,472,Jamaica Estates-Holliswood,NYC DOB NOW Build Job Application Filings
dob-now-Q01384064-I1,Q01384064-I1,QUEENS,187-19,WILLIAMSON AVENUE,187-19 WILLIAMSON AVENUE,07731,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-10T22:22:11.000Z,3 Family | Roof,27104,Not Applicable,Not Applicable,Not Applicable,035290,40.681249,-73.755958,412,27,352,St. Albans,NYC DOB NOW Build Job Application Filings
dob-now-M01188902-S1,M01188902-S1,MANHATTAN,188,1 AVENUE,188 1 AVENUE,11358,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T18:00:11.000Z,"Other | Cellar, Floor Number(s) 1 through 1",7500,HUBB NYC PROPERTIES LLC,HUBB NYC PROPERTIES LLC,HUBB NYC PROPERTIES LLC,099535,40.729653,-73.983782,103,02,34,East Village,NYC DOB NOW Build Job Application Filings
dob-now-M01354502-P1,M01354502-P1,MANHATTAN,19,EAST   72 STREET,19 EAST   72 STREET,10023,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T18:08:05.000Z,Other | Floor Number(s) 9 through 10,185000,Private Owner,N/A,N/A,039020,40.77205,-73.966045,108,04,130,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01326459-P1,M01326459-P1,MANHATTAN,19,EAST   72 STREET,19 EAST   72 STREET,10023,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-07T19:04:23.000Z,Other | Floor Number(s) 9 through 10,80000,Private Owner,N/A,N/A,039020,40.77205,-73.966045,108,04,130,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01380249-I1,M01380249-I1,MANHATTAN,19,EAST   72 STREET,19 EAST   72 STREET,10023,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T00:14:54.000Z,Other | Floor Number(s) 9 through 10,90000,Private Owner,N/A,N/A,039020,40.77205,-73.966045,108,04,130,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-Q01247296-S1,Q01247296-S1,QUEENS,19-19,22 DRIVE,19-19 22 DRIVE,07750,Alteration CO,Approved,2026-04-07T04:00:00.000Z,2026-04-09T23:33:34.000Z,1 Family | Cellar-SO-4442-Q01247296-I1,15000,PR,PR,PR,059063,40.779692,-73.918815,401,22,101,Astoria (North)-Ditmars-Steinway,NYC DOB NOW Build Job Application Filings
dob-now-M01377184-I1,M01377184-I1,MANHATTAN,192,SEVENTH AVENUE SOUTH,192 SEVENTH AVENUE SOUTH,10304,Alteration,Prof Cert QA Review,2026-04-07T04:00:00.000Z,2026-04-14T22:23:30.000Z,Other | Facade,8000,PR,PR,PR,041347,40.736315,-74.001252,102,03,71,West Village,NYC DOB NOW Build Job Application Filings
dob-now-M01383639-I1,M01383639-I1,MANHATTAN,199,AVENUE A,199 AVENUE A,07601,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-09T22:24:39.000Z,Other | Ground Floor,9000,GSR CONTRACTOR INC.,GSR CONTRACTOR INC.,GSR CONTRACTOR INC.,099416,40.729315,-73.98117,103,02,34,East Village,NYC DOB NOW Build Job Application Filings
dob-now-S01380188-I1,S01380188-I1,STATEN ISLAND,1990,HYLAN BOULEVARD,1990 HYLAN BOULEVARD,11228,Full Demolition,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T23:44:35.000Z,Other,18000,RALPH HOLD LLC,RALPH HOLD LLC,RALPH HOLD LLC,091151,40.581438,-74.098181,502,50,11201,New Dorp-Midland Beach,NYC DOB NOW Build Job Application Filings
dob-now-Q01051850-P1,Q01051850-P1,QUEENS,2,BAY CLUB DRIVE,2 BAY CLUB DRIVE,11103,Alteration,Objections,2026-04-07T04:00:00.000Z,2026-04-10T20:42:16.000Z,Other | Open Space,16500,ELLIMAN PROPERTY MANAGEMENT,ELLIMAN PROPERTY MANAGEMENT,ELLIMAN PROPERTY MANAGEMENT,105292,40.779194,-73.781044,407,19,99704,Bay Terrace-Clearview,NYC DOB NOW Build Job Application Filings
dob-now-M00999840-P3,M00999840-P3,MANHATTAN,2,EAST   67 STREET,2 EAST   67 STREET,10017,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-07T18:24:07.000Z,Other | Floor Number(s) 1 through 2,65976,Private Owner,N/A,N/A,098386,40.769163,-73.969129,108,04,122,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M00999840-P2,M00999840-P2,MANHATTAN,2,EAST   67 STREET,2 EAST   67 STREET,10017,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-07T18:27:50.000Z,Other | Floor Number(s) 1 through 2,75000,Private Owner,N/A,N/A,098386,40.769163,-73.969129,108,04,122,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01381415-I1,M01381415-I1,MANHATTAN,2,WEST   45 STREET,2 WEST   45 STREET,10022,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-11T01:50:10.000Z,Other | Floor Number(s) 009 through 009,50000,PR,PR,PR,030672,40.755604,-73.979975,105,04,96,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01383843-I1,M01383843-I1,MANHATTAN,2,WEST   45 STREET,2 WEST   45 STREET,10022,Alteration,Permit Entire,2026-04-07T04:00:00.000Z,2026-04-09T23:10:38.000Z,Other | Floor Number(s) 006 through 006,70890,PR,PR,PR,030672,40.755604,-73.979975,105,04,96,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-B01337345-S2,B01337345-S2,BROOKLYN,20,5 STREET,20 5 STREET,10606,New Building,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T02:21:18.000Z,"Other | Cellar, Floor Number(s) 1 through 28, Roof",0,BOULEVARD TOGETHER DEVELOPER LLC,BOULEVARD TOGETHER DEVELOPER LLC,BOULEVARD TOGETHER DEVELOPER LLC,060272,40.677113,-73.995757,306,39,77,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,NYC DOB NOW Build Job Application Filings
dob-now-B01337345-S1,B01337345-S1,BROOKLYN,20,5 STREET,20 5 STREET,10606,New Building,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-08T02:21:04.000Z,"Other | Open Space, Open Space",0,BOULEVARD TOGETHER DEVELOPER LLC,BOULEVARD TOGETHER DEVELOPER LLC,BOULEVARD TOGETHER DEVELOPER LLC,060272,40.677113,-73.995757,306,39,77,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,NYC DOB NOW Build Job Application Filings
dob-now-M01232549-P1,M01232549-P1,MANHATTAN,20,HUDSON YARDS,20 HUDSON YARDS,10036,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-08T22:40:53.000Z,"Other | Floor Number(s) 007 through 007, Floor Number(s) 003 through 003, Floor Number(s) 005 through 005",2992622.7,Wells Fargo Bank NA,Wells Fargo Bank NA,Wells Fargo Bank NA,071143,40.753045,-74.000282,104,03,9903,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-S01100039-P1,S01100039-P1,STATEN ISLAND,20,LA GUARDIA AVENUE,20 LA GUARDIA AVENUE,10006,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-09T18:53:10.000Z,"Other | Cellar, Floor Number(s) 2 through 6, Ground Floor",10864,NYCHA,NYCHA,NYCHA,093871,40.609125,-74.11844,502,49,173,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,NYC DOB NOW Build Job Application Filings
dob-now-S01281617-I1,S01281617-I1,STATEN ISLAND,20,LA GUARDIA AVENUE,20 LA GUARDIA AVENUE,10119,Alteration,Plan Examiner Review,2026-04-07T04:00:00.000Z,2026-04-09T18:58:16.000Z,"Other | Cellar, Facade, Floor Number(s) 002 through 006, Floor Number(s) 1 through 6, Lobby, Open Space, Roo",652700,NYCHA,NYCHA,NYCHA,025843,40.609125,-74.11844,502,49,173,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,NYC DOB NOW Build Job Application Filings
dob-now-B01356579-I1,B01356579-I1,BROOKLYN,200,BEDFORD AVENUE,200 BEDFORD AVENUE,07652,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-07T23:07:38.000Z,"Other | Cellar, Floor Number(s) 1 through 1",200000,L3 CAPITAL LLC,L3 CAPITAL LLC,L3 CAPITAL LLC,026235,40.717204,-73.958418,301,34,553,Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-M01338651-P1,M01338651-P1,MANHATTAN,200,EAST   65 STREET,200 EAST   65 STREET,11232,Alteration,Approved,2026-04-07T04:00:00.000Z,2026-04-14T19:19:46.000Z,Other,0,MILFORD MANAGEMENT,MILFORD MANAGEMENT,MILFORD MANAGEMENT,006104,40.764773,-73.964218,108,05,118,Upper East Side-Lenox Hill-Roosevelt Island,NYC DOB NOW Build Job Application Filings
